,summary,Hazard,Mitigation,Impacts,Causes,word
hurrican+e lamps,3.956722424009154,-0.1464177209355919,0.17125669508390085,-0.0068156472164967,0.02419544392445031,hurrican+e lamps
lamps have,3.8990126529051436,-0.14574450044115694,0.1697258235472446,-0.005996550453777781,0.024329330572281472,lamps have
have history,3.8378848728750397,-0.1449991653860925,0.1680429088579137,-0.00510445037007477,0.02447331459571983,have history
history that,3.7749292479122225,-0.1441948880325482,0.1662398726732337,-0.004158055425852019,0.024624020039106086,history that
dates,3.738793441383082,-0.14371558727326486,0.16517131641431648,-0.003601625750567449,0.024711667247197623,dates
that dat+es,3.738793441383082,-0.14371558727326486,0.16517131641431648,-0.003601625750567449,0.024711667247197623,that dat+es
dat+es back,3.6982755066389315,-0.14316216641986929,0.16394268675002416,-0.002965822078251137,0.024810964882457934,dat+es back
back over,3.6666372584355313,-0.14271786345657667,0.16296011219646925,-0.0024603508743517395,0.024889269496637865,back over
century,3.6252344958303735,-0.14211972427506755,0.1616423930000377,-0.0017865650651900662,0.024992784875845823,century
over century,3.6252344958303735,-0.14211972427506755,0.1616423930000377,-0.0017865650651900662,0.024992784875845823,over century
Designed,3.5763604000419766,-0.14138829007274364,0.16003844929350367,-0.0009726061836662092,0.025116544946350093,Designed
protect,3.5176852744532408,-0.14047210788321382,0.15804005530360066,3.230893142248824e-05,0.025267439626239712,protect
designed protect,3.5176852744532408,-0.14047210788321382,0.15804005530360066,3.230893142248824e-05,0.025267439626239712,designed protect
protect open,3.4820856506893945,-0.1398950177556994,0.15678694746139038,0.0006573805970776066,0.025360265401074448,protect open
flames,3.4610903711161343,-0.13954686762083995,0.15603295043224585,0.0010316486551830185,0.025415474398253184,flames
open flame+s,3.4610903711161343,-0.13954686762083995,0.15603295043224585,0.0010316486551830185,0.025415474398253184,open flame+s
flame+s from,3.433166439736535,-0.13907459484127024,0.15501241581533215,0.00153605825420708,0.025489447605246806,flame+s from
from wind,3.414189322369523,-0.13874748536554077,0.15430704383494168,0.0018832625446436582,0.0255400808759391,from wind
wind their,3.3923978470935237,-0.13836557898325938,0.15348498119290985,0.002286448480215846,0.02559858998001512,wind their
nostalgic,3.3715991120034845,-0.1379946707793677,0.1526880566767062,0.00267582767231788,0.025654805246483264,nostalgic
their nostalgic,3.3715991120034845,-0.1379946707793677,0.1526880566767062,0.00267582767231788,0.025654805246483264,their nostalgic
design,3.338943514922631,-0.13739937551814838,0.15141190291911524,0.003296377811664825,0.025743814534220213,design
nostalgic design,3.338943514922631,-0.13739937551814838,0.15141190291911524,0.003296377811664825,0.025743814534220213,nostalgic design
design get+s,3.3174438912476756,-0.13699859060545178,0.15055463907479968,0.00371120769530788,0.025802924430422123,design get+s
get+s modern,3.296961715956585,-0.13661005985329822,0.14972498826675343,0.004111148220971034,0.02585962021574225,get+s modern
makeover,3.2774184936708197,-0.13623310164564045,0.14892131725032526,0.004497151400540549,0.0259140715286459,makeover
modern makeover,3.2774184936708197,-0.13623310164564045,0.14892131725032526,0.004497151400540549,0.0259140715286459,modern makeover
makeover with,3.2535589910706437,-0.13576444301375049,0.14792381282456918,0.0049743448237199875,0.02598102682756991,makeover with
option,3.228573258573139,-0.13526346579771628,0.14685947771561117,0.005481213650196252,0.026051717008304026,option
this option,3.228573258573139,-0.13526346579771628,0.14685947771561117,0.005481213650196252,0.026051717008304026,this option
option from,3.433166439736535,-0.13907459484127024,0.15501241581533215,0.00153605825420708,0.025489447605246806,option from
Barebones.…,3.200496347481013,-0.1346877171557229,0.14563865899273876,0.006059735876029648,0.02613186989808584,Barebones.…
from barebones.…,3.200496347481013,-0.1346877171557229,0.14563865899273876,0.006059735876029648,0.02613186989808584,from barebones.…
+315,3.172172701429867,-0.13409278889211196,0.14437968585312044,0.0066531860742682905,0.0262135147991691,+315
barebones.… +315,3.172172701429867,-0.13409278889211196,0.14437968585312044,0.0066531860742682905,0.0262135147991691,barebones.… +315
+315 char+s,3.1618061197114615,-0.13387141143164427,0.14391183372538136,0.006872916805828843,0.026243598964630868,+315 char+s
melissa form+s,15.88880499190206,0.10712871395463895,-0.0009692015103651143,-0.0023867240834561268,-0.1770908761903201,melissa form+s
form+s caribbean,6.498401313739232,-0.056447919689145074,0.13225776740596923,-0.05602047041579469,-0.005153733507940883,form+s caribbean
caribbean tropical,4.147098913895569,-0.09097466062473236,0.07221248002790326,0.03971429343211994,0.01595181528199043,caribbean tropical
melissa the,14.614238314576756,-5.261292526405523e-05,0.12639413358282117,-0.17662166003043295,0.022926179648143537,melissa the
13th,6.9604619440479185,0.06552215823034678,0.0747685491156269,-0.15744909973963694,-0.03666192978107402,13th
the 13th,6.9604619440479185,0.06552215823034678,0.0747685491156269,-0.15744909973963694,-0.03666192978107402,the 13th
13th named,7.264300323254588,0.09954360648572289,0.055987770542939484,-0.17841045079626996,-0.05527282725725878,13th named
season formed,6.373669674777381,-0.07928740473423541,0.10169829399008058,-0.12473183723532387,0.11254217792038579,season formed
formed tuesday,8.515463622433211,-0.09116728828052334,0.14385683817914255,-0.11053403650758266,0.07401049808664448,formed tuesday
tuesday morning,9.345130290987173,0.08014930675105993,0.06521825457304505,-0.19020977130029426,-0.02317658392088557,tuesday morning
morning the,5.146297268462662,-0.015368703829773676,0.0933637645020966,-0.10902389430083015,0.025191149355251644,morning the
Brief,4.50274658842462,-0.0816581622834613,0.11063762689175334,-0.07697503406015183,0.06918038475288601,Brief
the brief,4.50274658842462,-0.0816581622834613,0.11063762689175334,-0.07697503406015183,0.06918038475288601,the brief
brief tropical,4.5183884577172835,-0.09175382089035569,0.12299927554360417,-0.06672367441015288,0.06074137436831656,brief tropical
melissa formed,4.987596497234066,-0.10524606565894574,0.14408531359613594,-0.060608698374785185,0.05038259919858584,melissa formed
/li hurricane,10.278960913285415,-0.14425560761138978,0.21033463956493975,-0.060824628664454795,0.025161739677510956,/li hurricane
watch,6.796500206076457,-0.13064023475456346,0.18386756836655443,-0.05590589247635563,0.03439240874330642,watch
hurricane watch,7.193767537355182,-0.09134803473497967,0.1270603411356299,0.019202479045296945,-0.02241481848761808,hurricane watch
watch has,6.106420949390346,-0.12556706603118256,0.17479313763270626,-0.054541734960348316,0.03707380388175207,watch has
has been,14.00428673836688,-0.007102195301957506,0.1201041117430426,-0.020405868935361858,-0.0990615453685558,has been
been issued,5.492251139942098,-0.1198922746137887,0.1647654399557071,-0.05297633524794242,0.03974730138301514,been issued
issued for,5.1775277343868735,-0.11648059781738687,0.15873199740939603,-0.05193953592144388,0.04120002621014932,issued for
peninsula,4.682237447564339,-0.11035525829090823,0.14775668110124007,-0.04972333508363802,0.04351167858074332,peninsula
southern peninsula,4.682237447564339,-0.11035525829090823,0.14775668110124007,-0.04972333508363802,0.04351167858074332,southern peninsula
Haiti,16.857016024178225,-0.031094824178807597,0.03999805113887037,0.1547769567390183,-0.16713459419916188,Haiti
peninsula haiti,4.435433450422354,-0.10696593059096726,0.1415293248947247,-0.04819362505903232,0.04461301409142087,peninsula haiti
haiti from,4.343694270768985,-0.10565572911583193,0.1390769332144899,-0.04752130318103053,0.04500081987135681,haiti from
border,4.224740465546339,-0.10392253906581078,0.13578344376334078,-0.0465465098336797,0.04547822242723777,border
the border,4.224740465546339,-0.10392253906581078,0.13578344376334078,-0.0465465098336797,0.04547822242723777,the border
border with,4.144484430864319,-0.10273492024303642,0.13348840741260593,-0.045813686086835205,0.045780188257942396,border with
Por…,3.8746971784408974,-0.09868251217836964,0.12534387530099964,-0.042797597504788586,0.04663224589706281,Por…
republic por…,3.8746971784408974,-0.09868251217836964,0.12534387530099964,-0.042797597504788586,0.04663224589706281,republic por…
+1183,3.8338535247018757,-0.09806784377094313,0.12405404285031969,-0.04225237112156746,0.04673364768829687,+1183
por… +1183,3.8338535247018757,-0.09806784377094313,0.12405404285031969,-0.04225237112156746,0.04673364768829687,por… +1183
+1183 char+s,3.795696353116929,-0.09749510487850639,0.12283587728104255,-0.04171847425662197,0.04682048130975161,+1183 char+s
caribbean bracing,10.225264957917718,0.02237891833308092,0.08335172121703169,-0.002836069544602397,-0.12194806138725356,caribbean bracing
future hurricane,18.472856443130468,-0.04696210250146053,0.1585585943889682,-0.03489520642304699,-0.069390946225136,future hurricane
hurricane tropical,15.5419253809489,-0.01382625072967019,0.10673006667135522,0.020016045549299574,-0.11479346228146936,hurricane tropical
form+s tropical,7.206625470070278,0.2553105295795149,-0.2555012482412894,0.132983053044376,-0.4186212624467081,form+s tropical
rainstorm,6.2171098088515055,0.2252223080450188,-0.15603503596996326,0.04193383568763885,-0.3149651761052957,rainstorm
tropical rainstorm,6.2171098088515055,0.2252223080450188,-0.15603503596996326,0.04193383568763885,-0.3149651761052957,tropical rainstorm
rainstorm has,5.694654548007707,0.19557133922753056,-0.11243369538790675,0.022528405646045604,-0.267334409479066,rainstorm has
strengthened tropical,7.193756664597667,0.026754174838597412,0.06328268349308125,0.012979826910201034,-0.12275072905233964,strengthened tropical
melissa which,4.823342800625922,0.13141078977087778,0.0054854765372066155,-0.015494120679121303,-0.21849262209776413,melissa which
pose,4.509977086244032,0.08151045002506706,-0.013853086805910736,0.03396816650521345,-0.15523389977434063,pose
which pose,4.509977086244032,0.08151045002506706,-0.013853086805910736,0.03396816650521345,-0.15523389977434063,which pose
pose significant,4.530635764235229,0.07091438154534578,-0.0026376631750843023,0.031670272205847394,-0.14570609997824557,pose significant
significant risk,4.587582219196942,0.05419325941557247,0.015054380767229113,0.02769706022986756,-0.13116236265168743,significant risk
risk live+s,4.641551731206084,0.043733833578164766,0.026142156956799164,0.024989437794750328,-0.12238454511504412,risk live+s
live+s and,9.339294353908583,-0.045818435042811564,0.10589621022811764,0.01830855771496168,-0.0623485011124949,live+s and
property,4.729795325343014,0.031099555157851014,0.03958293338270182,0.021480799631866325,-0.1121211687073165,property
and property,4.729795325343014,0.031099555157851014,0.03958293338270182,0.021480799631866325,-0.1121211687073165,and property
property the,5.27244139339604,0.15057927983306688,-0.07247494099010109,0.031657017079324896,-0.22384494782779005,property the
may bring,5.317005040359737,-0.012828694931517658,0.08694265152767454,0.007108532117504579,-0.07936127039029821,may bring
bring ...,5.473957429441754,-0.02016612216823336,0.09495084495067643,0.00436412899189405,-0.07431427594279502,bring ...
... caribbean,5.814055010955825,0.010857289374094007,0.06873001062020483,0.013558804393361953,-0.10315509883350582,... caribbean
caribbean high,7.7081617861129805,-0.11347532374878432,0.31364073621112415,-0.0736189145896546,-0.14285561303860436,caribbean high
high alert,8.316642192314005,-0.17070118253120797,0.4302089406452502,-0.1291408743087944,-0.19476655008294264,high alert
for what,8.00379132813218,-0.0881832781646743,0.23687186291264262,-0.043055748588795115,-0.10075081980691843,for what
what expected,8.204443017971759,-0.06895652551995292,0.17510451931053458,-0.02075743295269033,-0.0711790491362182,what expected
evolve,8.888787653916301,-0.059798702299461326,0.1289437350729871,-0.006417933559059392,-0.04348266015140321,evolve
expected evolve,8.888787653916301,-0.059798702299461326,0.1289437350729871,-0.006417933559059392,-0.04348266015140321,expected evolve
evolve into,9.659302826946165,-0.0686166599949868,0.14029186106857625,-0.011723025584855265,-0.038795756065870886,evolve into
slow-moving,15.355800469622807,0.004550313611497874,0.099782972875778,-0.00987936763626585,-0.10445398413347622,slow-moving
into slow-moving,10.867148780040786,-0.07977372036000437,0.15468945102718346,-0.01880211333296033,-0.03299879911855216,into slow-moving
slow-moving hurricane,18.182062647248124,-0.07980676223705561,0.17442549050485437,-0.03556600973976177,-0.04029356028889156,slow-moving hurricane
hurricane that,14.854565443194204,-0.08798195896706372,0.17714295018511586,-0.03983796062036226,-0.02811596402171323,hurricane that
unleash,17.125426563140763,-0.046016715770521306,0.13766585715531,-0.004138546150321768,-0.0763540097493808,unleash
that unleash,9.592763890996194,-0.062386692070878186,0.13193468142921783,-0.007107156321902022,-0.042536481057307424,that unleash
feet,8.806459025007015,-0.050025360362598754,0.11561250474144245,0.0007988104142420811,-0.049513889979170514,feet
unleash feet,8.806459025007015,-0.050025360362598754,0.11561250474144245,0.0007988104142420811,-0.049513889979170514,unleash feet
feet rain,9.227761286769038,0.14468738863011124,-0.06598207479200535,0.030463651931796967,-0.21725627330892905,feet rain
+5126,4.8517154221989065,-0.050007522162713265,0.1122004261572752,0.003671373740160692,-0.04851593970708126,+5126
and +5126,4.8517154221989065,-0.050007522162713265,0.1122004261572752,0.003671373740160692,-0.04851593970708126,and +5126
+5126 char+s,4.728534311304588,-0.0470702839406414,0.1081322435923833,0.005424527359709972,-0.04994516562621588,+5126 char+s
melissa strengthens,8.380024409951767,0.0010704102670496933,0.08341411081903663,-0.03130164476851288,-0.05838749311984508,melissa strengthens
mudslide,5.165824115163547,-0.12281691453680822,0.14502691626977351,-0.0638412355655389,0.07366885276413478,mudslide
strengthens mudslide,5.165824115163547,-0.12281691453680822,0.14502691626977351,-0.0638412355655389,0.07366885276413478,strengthens mudslide
fears,5.5652656810023915,-0.128164915381413,0.15155893012956104,-0.06618284507408827,0.07518751954128296,fears
mudslide fears,5.5652656810023915,-0.128164915381413,0.15155893012956104,-0.06618284507408827,0.07518751954128296,mudslide fears
mount,5.94597351507946,-0.13257021537618252,0.15716184651569737,-0.0678970932624102,0.07596364260467096,mount
fears mount,5.94597351507946,-0.13257021537618252,0.15716184651569737,-0.0678970932624102,0.07596364260467096,fears mount
mount the,6.501734938223093,-0.13791323314756965,0.16442714856419186,-0.0697488942178617,0.07614125519245046,mount the
refuses,10.201127536655246,-0.10278847519894445,0.11852384004094452,-0.14648645725187434,0.14006326193333185,refuses
season refuses,10.201127536655246,-0.10278847519894445,0.11852384004094452,-0.14648645725187434,0.14006326193333185,season refuses
fade,8.6757702212909,-0.10203517810672642,0.13056382890075988,-0.12421614478376677,0.11120640446545188,fade
refuses fade+e,8.6757702212909,-0.10203517810672642,0.13056382890075988,-0.12421614478376677,0.11120640446545188,refuses fade+e
quietly,8.245487433860209,-0.09854364086005098,0.13097185183680757,-0.1200735891140516,0.10351887605625808,quietly
fade+e quietly,8.245487433860209,-0.09854364086005098,0.13097185183680757,-0.1200735891140516,0.10351887605625808,fade+e quietly
quietly into,7.722781885982164,-0.09162846362440201,0.1294715788384505,-0.11636388038972957,0.09384491824626756,quietly into
into the,6.738506332227624,-0.06474261695858599,0.12509984927550888,-0.10875443504177465,0.05860250302014922,into the
the record,7.287853024324957,-0.08276491222810237,0.1261570954389837,-0.11464225462105485,0.0849822409164262,the record
books,7.022622536170192,-0.07529549252135764,0.12288397765684281,-0.11444894301436133,0.0788394477474231,books
record books,7.022622536170192,-0.07529549252135764,0.12288397765684281,-0.11444894301436133,0.0788394477474231,record books
melissa emerged,6.293932059649002,-0.036370250547632106,0.10372473317723371,-0.12167229814167502,0.053615770604248776,melissa emerged
emerged tuesday,6.172724604925385,-0.02291175866804758,0.0968071590825513,-0.12596707041962585,0.04591536797042615,emerged tuesday
marking,5.957585602733792,0.06176604741447756,0.05125010331114846,-0.16304711419943133,-0.0012931805353931804,marking
sea marking,5.957585602733792,0.06176604741447756,0.05125010331114846,-0.16304711419943133,-0.0012931805353931804,sea marking
marking the,6.045498587266576,-0.00038748703748308684,0.08505055331693497,-0.13439214904823155,0.03336581955459328,marking the
storm develop,6.09052624348947,0.11607887825763887,0.022475410923376116,-0.19109097863227165,-0.037574669745173046,storm develop
develop these,5.918534141725557,0.05326386487995265,0.058874795407154935,-0.1555362467739104,-0.002021588598302193,develop these
waters,7.069607486940892,0.04752110042708228,0.07954701496186438,-0.15452566672341933,-0.01562812608402043,waters
these water+s,5.884366224139124,0.032328852063397175,0.07042503900978582,-0.14460953024579437,0.009021992783673502,these water+s
water+s this,5.872257907092946,0.013387062381676237,0.08072959956464452,-0.1351915246274275,0.01868144466537581,water+s this
year and,4.40937362850759,-0.04553509578179348,0.09954845933395741,-0.0836910002480423,0.039087630909787896,year and
and threatening,4.833114167650648,0.007849136541356924,0.021473779751267484,-0.1636499455623849,0.10515923270778736,and threatening
threatening unleash,5.360411696411168,0.009642228117825584,-0.021915059790962026,0.08983516775302762,-0.08608355094074578,threatening unleash
unleash devastation,4.824276526588467,-0.08350956271397776,0.1232149559848815,-0.07492985453385873,0.05694721337115796,unleash devastation
northern the,6.5261481973272595,-0.12883117801024177,0.1606792967563936,-0.07349674602566011,0.07239340338465207,northern the
+4998,3.6713527778410437,-0.010766388370614062,0.06751500397749845,-0.08249722502688972,0.022879572008135673,+4998
year +4998,3.6713527778410437,-0.010766388370614062,0.06751500397749845,-0.08249722502688972,0.022879572008135673,year +4998
+4998 char+s,3.6381428307885986,-0.01640969520211504,0.06991493925906651,-0.07894766185641215,0.025359729303754037,+4998 char+s
melissa expected,19.230637911671444,-0.14619875454059178,0.15188978399486577,0.0731452332999573,-0.032810759941933616,melissa expected
into hurricane,37.00651072839017,-0.1318136857571065,0.22672283418786018,-0.059831852085846564,-0.011124526312147972,into hurricane
see what,8.135383804631054,-0.03373643273858748,0.06486122219220704,-0.07918547229323723,0.054367388828079184,see what
what florida,7.649323022779324,-0.039693818978721075,0.06751998927973622,-0.0625663882720313,0.045741853265703875,what florida
florida can,7.12870042565673,-0.04788715733644217,0.0702145552541615,-0.040884937911783714,0.035280603329891455,florida can
expect,6.938723176601625,-0.05158884633408574,0.07113882357199482,-0.03138208428025449,0.03090781632574691,expect
can expect,6.938723176601625,-0.05158884633408574,0.07113882357199482,-0.03138208428025449,0.03090781632574691,can expect
expect the,4.868271736408116,-0.10546570133286738,0.16830044891912546,-0.03639356305179568,0.0025528709554914738,expect the
said uncertainty,4.20910018493567,-0.08751636789104568,0.14937557000965374,-0.03432660935146937,-0.0016641973395962078,said uncertainty
continues,4.07658319952063,-0.08221268960992072,0.14424051972344953,-0.03423749153347842,-0.0031078733437833925,continues
uncertainty continues,4.07658319952063,-0.08221268960992072,0.14424051972344953,-0.03423749153347842,-0.0031078733437833925,uncertainty continues
continues where,3.960098814133372,-0.07666918726030096,0.13910606463999797,-0.0343989648293024,-0.00471745497472559,continues where
where tropical,6.075742332602757,-0.07876817880365816,0.16893796642541925,-0.059360634834331925,-0.013088678767789328,where tropical
melissa and,3.7252006094683328,-0.061013145548856965,0.12586327029144062,-0.036203668018097705,-0.009813403036151813,melissa and
and how,4.6946627414335875,0.1092125218848124,-0.11204219198359469,-0.05276926618017219,-0.01730833252795763,and how
how strong,3.687261583124034,-0.05748512525898849,0.12311812588477179,-0.03686536360152812,-0.01106881876514749,how strong
strong could,3.6445696298400088,-0.05292117274644032,0.11968306818418949,-0.03784635074500625,-0.012746903647417466,strong could
could get,3.6212281856126394,-0.050078409735769505,0.11760514054553883,-0.038524426318773675,-0.013821541514776905,could get
while portion+s,3.5824397653177784,-0.04460700870968572,0.11372702644381774,-0.03996343410890065,-0.015949666481894484,while portion+s
brace,3.758630936205181,0.09997075584877325,0.035159327564744776,-0.11332785035627349,-0.09077636947473021,brace
caribbean brace,3.5091388961979577,-0.0297247107601356,0.10384342728879997,-0.04464375063221829,-0.02209226975067495,caribbean brace
brace for,3.7514004232442697,0.10650584952636942,0.030718616525716388,-0.11666463399242603,-0.09442204174991413,brace for
for impacts,3.487401612844355,-0.022916717096768086,0.09957149182077543,-0.0470937444075199,-0.0250518073598971,for impacts
impacts from,3.4726453747723016,-0.016837763821795648,0.09585429558736071,-0.04941567149658631,-0.02776308937683698,impacts from
melissa florida,3.44292405872167,0.013093087611950455,0.07835806988088058,-0.06225949956007313,-0.041899836661283205,melissa florida
florida resident+s,3.444041646875483,0.0251437763271834,0.07149562540970386,-0.0679373443060852,-0.047905582220143184,florida resident+s
resident+s should,3.4554897121604955,0.04475603632987595,0.06035314670363867,-0.07765215411683309,-0.058014877399681065,resident+s should
keep,3.474296412807644,0.06343149633328124,0.049663267536283986,-0.08737564938326872,-0.06800496722446658,keep
should keep,3.474296412807644,0.06343149633328124,0.049663267536283986,-0.08737564938326872,-0.06800496722446658,should keep
keep wary,3.509532256210066,0.08947661204629186,0.034475996111083755,-0.10162217310191213,-0.082510680138517,keep wary
eye the,3.5455459037893893,-0.03814653151678868,0.10932984133699047,-0.04186869137570357,-0.018556549875904355,eye the
There,3.901153349187071,0.27036784785286605,-0.08829301399900094,-0.22122279398571557,-0.20298183221487828,There
there significant,3.432581067751713,0.08628944507000126,0.03397595913519837,-0.09788005339920416,-0.0799332780788519,there significant
significant uncertainty,3.347272915192634,0.052828088154806684,0.051865513789166574,-0.07860868859588843,-0.061039876434578845,significant uncertainty
uncertainty the,3.278769834684641,0.028529170207887866,0.06390698240176299,-0.0649144748164618,-0.047796822105721316,uncertainty the
the track,3.2641222234141405,0.023751397400432566,0.06616196590606033,-0.06223190829256744,-0.04523081424450491,the track
intensity,3.504749879084678,0.014252046116895761,-0.010383048701849269,-0.13773087155845345,0.10554558347660344,intensity
and intensity,3.23167716935163,0.013761865817662889,0.07073485811471882,-0.05661296474188539,-0.03989674475193043,and intensity
for…,3.203654601003313,0.005815367876342406,0.07421646165275773,-0.05211660007978322,-0.03567635607607542,for…
intensity for…,3.203654601003313,0.005815367876342406,0.07421646165275773,-0.05211660007978322,-0.03567635607607542,intensity for…
+8301,3.188430343948023,0.001765338202147813,0.07592961442178824,-0.04980890917606655,-0.03353018477537833,+8301
for… +8301,3.188430343948023,0.001765338202147813,0.07592961442178824,-0.04980890917606655,-0.03353018477537833,for… +8301
+8301 char+s,3.1741704164190288,-0.0018593186036004654,0.07742350585942341,-0.04773080157727081,-0.03161066913456386,+8301 char+s
Salt,2.736350509967139,-0.0486708968849648,-0.27622170736198,-0.27547791565781565,0.4270175076708332,Salt
salt typhoon,2.74530875655259,-0.051939343216552705,-0.27949015369356783,-0.2787463619894035,0.4330713712540564,salt typhoon
typhoon hit,2.2560085437932824,-0.07758791646656563,-0.08319372621005572,-0.08244993450589132,0.23267940133804912,typhoon hit
governments,2.2590851642410836,-0.07895073244467134,-0.08455654218816139,-0.0838127504839971,0.23604378978066531,governments
hit governments,2.2590851642410836,-0.07895073244467134,-0.08455654218816139,-0.0838127504839971,0.23604378978066531,hit governments
governments three,2.272212213577725,-0.08474469605598293,-0.09035050579947289,-0.0896067140953087,0.2501720695439926,governments three
continents,2.278318504686874,-0.08742846863211585,-0.09303427837560575,-0.09229048667144156,0.25662195803144405,continents
three continent+s,2.278318504686874,-0.08742846863211585,-0.09303427837560575,-0.09229048667144156,0.25662195803144405,three continent+s
continent+s with,2.291180885826435,-0.09305815101579835,-0.0986639607592884,-0.09792016905512424,0.2699628725686125,continent+s with
SharePoint,2.8734995822608664,-0.09757644855121879,-0.3251272590282338,-0.3243834673240697,0.5121096112570925,SharePoint
with sharepoint,2.2979056845532924,-0.09598893187480574,-0.10159474161829568,-0.1008509499141313,0.2768089935498046,with sharepoint
attacks,2.315266004177072,-0.10351538124480615,-0.10912119098829615,-0.10837739928413197,0.294088767305197,attacks
sharepoint attacks,2.315266004177072,-0.10351538124480615,-0.10912119098829615,-0.10837739928413197,0.294088767305197,sharepoint attacks
Plus,2.6538254404236055,-0.1216275215551274,-0.24559876692654783,-0.24485497522238361,0.46085336248505,Plus
attacks plus,2.330841910414513,-0.1102203329492236,-0.11582614269271356,-0.11508235098854931,0.30912836737312555,attacks plus
spy,3.297321018015879,-0.14306450787967795,-0.46270693149057984,-0.46196313978641557,0.6451672139416122,spy
plus spy,2.675168860708829,-0.12963786392184842,-0.2536091092932689,-0.2528653175891049,0.47484233859520486,plus spy
helping,2.694496916162464,-0.13683687396491517,-0.2608081193363356,-0.2600643276321713,0.48715619111604336,helping
spy helping,2.694496916162464,-0.13683687396491517,-0.2608081193363356,-0.2600643276321713,0.48715619111604336,spy helping
helping spy,2.675168860708829,-0.12963786392184842,-0.2536091092932689,-0.2528653175891049,0.47484233859520486,helping spy
Typhoons,2.9473063716310763,-0.030845840692889016,-0.3504882643037908,-0.34974447259962654,0.4774548155217347,Typhoons
spy typhoons,2.777779670999358,-0.1672772891590994,-0.29124853453052,-0.29050474282635574,0.5366945452950055,spy typhoons
teaming,2.867439796905921,-0.19904493489243358,-0.3230161802638539,-0.32227238855968965,0.5844309218515642,teaming
typhoons teaming,2.867439796905921,-0.19904493489243358,-0.3230161802638539,-0.32227238855968965,0.5844309218515642,typhoons teaming
Security,2.5547130897981276,-0.20193071942469398,-0.20753652916818402,-0.2067927374640198,0.48680304443961064,Security
teaming security,2.5547130897981276,-0.20193071942469398,-0.20753652916818402,-0.2067927374640198,0.48680304443961064,teaming security
researchers,3.5276878714859343,-0.40626802249722677,-0.5302392678686472,-0.529495476164483,0.823681202368746,researchers
security researchers,2.8060839306297822,-0.29578068805809676,-0.3013864978015867,-0.3006427060974225,0.6281508822780015,security researchers
researchers now,3.096060646358569,-0.27575590422031665,-0.39972714959173705,-0.3989833578875728,0.6857614389834352,researchers now
now say,2.9957563943192467,-0.2428221121093647,-0.36679335748078523,-0.36604956577662096,0.6444516327157731,now say
say more,2.923187906585146,-0.21830012965394943,-0.3422713750253699,-0.34152758332120575,0.6116005416108835,say more
more chinese,2.8553990800658147,-0.1948369762670217,-0.3188082216384421,-0.3180644299342779,0.5783224213954347,more chinese
chinese crew+s,2.777779670999358,-0.1672772891590994,-0.29124853453052,-0.29050474282635574,0.5366945452950055,chinese crew+s
crew+s likely,2.7221972900020743,-0.14706474146535348,-0.2710359868367739,-0.27029219513260955,0.5042459355176118,crew+s likely
likely including,2.684554226084358,-0.13314005044022356,-0.2571112958116441,-0.2563675041074798,0.48086281911921847,likely including
including salt,2.4966122092469005,-0.06056005664007307,-0.18453130201149354,-0.18378751030732932,0.342985434207458,including salt
typhoon than,2.594964317758661,-0.0991981262088774,-0.22316937158029773,-0.2224255798761334,0.41997842331118196,typhoon than
previously,2.5821337996015914,-0.09424147128945834,-0.21821271666087894,-0.2174689249567144,0.4105874604419459,previously
than previously,2.5821337996015914,-0.09424147128945834,-0.21821271666087894,-0.2174689249567144,0.4105874604419459,than previously
believed,2.5575992714649822,-0.0846943939799964,-0.20866563935141694,-0.20792184764725272,0.39211226646976083,believed
previously believed,2.5575992714649822,-0.0846943939799964,-0.20866563935141694,-0.20792184764725272,0.39211226646976083,previously believed
exploited,2.540513357166145,-0.07799152979725953,-0.20196277516867994,-0.20121898346451567,0.37882588549812873,exploited
believed exploited,2.540513357166145,-0.07799152979725953,-0.20196277516867994,-0.20121898346451567,0.37882588549812873,believed exploited
critical,2.5209141142063825,-0.07024693954800307,-0.19421818491942355,-0.19347439321525933,0.3631377001477724,critical
exploited critical,2.5209141142063825,-0.07024693954800307,-0.19421818491942355,-0.19347439321525933,0.3631377001477724,exploited critical
Microsoft,2.508107633554174,-0.06515389800756764,-0.18912514337898828,-0.1883813516748238,0.35261730390467344,Microsoft
critical microsoft,2.508107633554174,-0.06515389800756764,-0.18912514337898828,-0.1883813516748238,0.35261730390467344,critical microsoft
microsoft sharepoint,2.592300961354097,-0.09817124345070082,-0.22214248882212134,-0.2213986971179571,0.4180439135919471,microsoft sharepoint
vulnerability,2.249617715858305,-0.0747510934135348,-0.08035690315702484,-0.07961311145286047,0.22562475928007536,vulnerability
sharepoint vulnerability,2.249617715858305,-0.0747510934135348,-0.08035690315702484,-0.07961311145286047,0.22562475928007536,sharepoint vulnerability
vulnerability and,2.260683974565968,-0.07965820680562635,-0.08526401654911638,-0.08452022484495213,0.2377840801704159,vulnerability and
and used,2.2640117794627774,-0.08112915896583615,-0.08673496870932616,-0.0859911770051618,0.24138883484298296,and used
flaw,2.272212213577725,-0.08474469605598293,-0.09035050579947289,-0.0896067140953087,0.2501720695439926,flaw
the flaw,2.272212213577725,-0.08474469605598293,-0.09035050579947289,-0.0896067140953087,0.2501720695439926,the flaw
target,2.2804849375412726,-0.08837890795021204,-0.09398471769370204,-0.09324092598953777,0.2588920776932018,target
